route_id,service_id,trip_id,trip_headsign,direction_id,block_id
DUA8008530210009,9171,DUASN124021F01001-1_306073,"FOGI",0,
DUA8008530210009,9171,DUASN124025F01001-1_306074,"FOGI",0,
DUA8008530210009,9172,DUASN124009F01001-1_306075,"FOGI",0,
DUA8008530210009,9172,DUASN124003F01001-1_306076,"FOGI",0,
DUA8008530210009,9171,DUASN124039F02001-1_306077,"FOGI",0,
DUA8008530210009,9171,DUASN124019F01001-1_306078,"FOGI",0,
DUA8008530210009,9171,DUASN124017F01001-1_306079,"FOGI",0,
DUA8008530210009,9171,DUASN124033F01001-1_306080,"FOGI",0,
DUA8008530210009,9172,DUASN124007F02001-1_306081,"FOGI",0,
DUA8008530210009,9171,DUASN124035F02001-1_306082,"FOGI",0,
DUA8008530210009,9171,DUASN124031F02001-1_306083,"FOGI",0,
DUA8008530210005,9172,DUASN125087F01001-1_306084,"SOGA",0,
DUA8008530210005,9904,DUASN125089F01001-1_306085,"SOGA",0,
DUA8008530210005,9904,DUASN125083F01001-1_306086,"SOGA",0,
DUA8008530210005,9910,DUASN125065F01001-1_306087,"SOGA",0,
DUA8008530210005,9172,DUASN125067F01001-1_306088,"SOGA",0,
DUA8008530210005,9172,DUASN125085F01001-1_306089,"SOGA",0,
DUA8008530210005,9910,DUASN125045F02001-1_306090,"SOGA",0,
DUA8008530210005,9912,DUASN125039F01001-1_306091,"SOGA",0,
DUA8008530210005,9912,DUASN125031F01001-1_306092,"SOGA",0,
DUA8008530210005,9904,DUASN125077F02001-1_306093,"SOGA",0,
DUA8008530210005,9172,DUASN125079F01001-1_306094,"SOGA",0,
DUA8008530210005,9172,DUASN125081F02001-1_306095,"SOGA",0,
DUA8008530210005,9172,DUASN125093F01001-1_306096,"SOGA",0,
DUA8008530210005,9904,DUASN125095F01001-1_306097,"SOGA",0,
DUA8008530210005,9172,DUASN125097F01001-1_306098,"SOGA",0,
DUA8008530210005,9172,DUASN125103F02001-1_306099,"SOGA",0,
DUA8008530210005,9172,DUASN125105F02001-1_306100,"SOGA",0,
DUA8008530210005,9172,DUASN125099F01001-1_306101,"SOGA",0,
DUA8008530210005,9905,DUASN125119F01001-1_306102,"SOGA",0,
DUA8008530210005,9904,DUASN125107F01001-1_306103,"SOGA",0,
DUA8008530210005,9172,DUASN125111F01001-1_306104,"SOGA",0,
DUA8008530210005,9172,DUASN125113F01001-1_306105,"SOGA",0,
DUA8008530210005,9172,DUASN125121F01002-1_306106,"SOGA",0,
DUA8008530210005,9172,DUASN125123F01002-1_306107,"SOGA",0,
DUA8008530210005,9904,DUASN125115F01001-1_306108,"SOGA",0,
DUA8008530210005,9172,DUASN125073F01001-1_306109,"SOGA",0,
DUA8008530210005,9911,DUASN125071F01001-1_306110,"SOGA",0,
DUA8008530210005,9172,DUASN125091F01001-1_306111,"SOGA",0,
DUA8008530210005,9910,DUASN125063F01001-1_306112,"SOGA",0,
DUA8008530210005,9172,DUASN125069F02001-1_306113,"SOGA",0,
DUA8008530210005,9172,DUASN125075F01001-1_306114,"SOGA",0,
DUA8008530210005,9910,DUASN125043F01001-1_306115,"SOGA",0,
DUA8008530210005,9912,DUASN125019F01001-1_306116,"SOGA",0,
DUA8008530210005,9910,DUASN125061F02001-1_306117,"SOGA",0,
DUA8008530210005,9904,DUASN125101F01001-1_306118,"SOGA",0,
DUA8008530210005,9910,DUASN125041F01001-1_306119,"SOGA",0,
DUA8008530210005,9172,DUASN125015F02001-1_306120,"SOGA",0,
DUA8008530210005,9172,DUASN125017F01001-1_306121,"SOGA",0,
DUA8008530210005,9172,DUASN125005F01001-1_306122,"SOGA",0,
DUA8008530210005,9172,DUASN125023F01001-1_306123,"SOGA",0,
DUA8008530210005,9172,DUASN125007F02001-1_306124,"SOGA",0,
DUA8008530210005,9172,DUASN125011F01001-1_306125,"SOGA",0,
DUA8008530210005,9912,DUASN125013F02001-1_306126,"SOGA",0,
DUA8008530210005,9172,DUASN125021F01001-1_306127,"SOGA",0,
DUA8008530210005,9172,DUASN125001F01001-1_306128,"SOGA",0,
DUA8008530210005,9172,DUASN125003F01001-1_306129,"SOGA",0,
DUA8008530210005,9912,DUASN125025F02001-1_306130,"SOGA",0,
DUA8008530210005,9172,DUASN125027F01001-1_306131,"SOGA",0,
DUA8008530210005,9172,DUASN125009F02001-1_306132,"SOGA",0,
DUA8008530210005,9910,DUASN125059F01001-1_306133,"SOGA",0,
DUA8008530210005,9172,DUASN125035F01001-1_306134,"SOGA",0,
DUA8008530210005,9910,DUASN125057F01001-1_306135,"SOGA",0,
DUA8008530210005,9172,DUASN125037F02001-1_306136,"SOGA",0,
DUA8008530210005,9910,DUASN125055F01001-1_306137,"SOGA",0,
DUA8008530210005,9910,DUASN125051F01001-1_306138,"SOGA",0,
DUA8008530210005,9172,DUASN125029F02001-1_306139,"SOGA",0,
DUA8008530210005,9910,DUASN125049F01001-1_306140,"SOGA",0,
DUA8008530210005,9910,DUASN125053F02001-1_306141,"SOGA",0,
DUA8008530210005,9910,DUASN125047F01001-1_306142,"SOGA",0,
DUA8008530212033,9956,DUASN120601F02002-1_306143,"OVER",0,
DUA8008530210001,9891,DUASN124321F01001-1_306144,"VOBA",0,
DUA8008530210001,9172,DUASN124319F01001-1_306145,"VOBA",0,
