route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
DUA8008540422003,DUA854,"L","La Défense Grande Arche - Saint-Nom la Bretèche Forêt de Marly","",2,,7584BC,FFFFFF
DUA8008540422035,DUA854,"L","La Défense Grande Arche - Versailles Rive Droite","",2,,7584BC,FFFFFF
DUA8008540422001,DUA854,"L","Saint-Cloud - Saint-Nom la Bretèche Forêt de Marly","",2,,7584BC,FFFFFF
DUA8008540420015,DUA854,"L","Saint-Germain en Laye Grande Ceinture - Noisy le Roi","",2,,7584BC,FFFFFF
DUA8008540422010,DUA854,"L","Bécon les Bruyères - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540422034,DUA854,"L","Cergy le Haut - Gare Saint-Lazare via Nanterre Université","",2,,7584BC,FFFFFF
DUA8008540422026,DUA854,"L","La Défense Grande Arche - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540422014,DUA854,"L","La Garenne Colombes - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540420014,DUA854,"L","Maisons Laffitte - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540420036,DUA854,"L","Nanterre Université - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540420010,DUA854,"L","Noisy le Roi - Saint-Germain en Laye Grande Ceinture","",2,,7584BC,FFFFFF
DUA8008540422002,DUA854,"L","Poissy - Gare Saint-Lazare via Nanterre Université","",2,,7584BC,FFFFFF
DUA8008540420002,DUA854,"L","Saint-Cloud - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540422004,DUA854,"L","Saint-Nom la Bretèche Forêt de Marly - Garches Marnes les Coquettes","",2,,7584BC,FFFFFF
DUA8008540420006,DUA854,"L","Saint-Nom la Bretèche Forêt de Marly - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540422006,DUA854,"L","Saint-Nom la Bretèche Forêt de Marly - La Défense Grande Arche","",2,,7584BC,FFFFFF
DUA8008540422024,DUA854,"L","Saint-Nom la Bretèche Forêt de Marly - Saint-Cloud","",2,,7584BC,FFFFFF
DUA8008540422036,DUA854,"L","Sartrouville - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540420004,DUA854,"L","Versailles Rive Droite - Gare Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008540422032,DUA854,"L","Versailles Rive Droite - Saint-Lazare","",2,,7584BC,FFFFFF
DUA8008500090001,DUA850,"T4","Aulnay sous Bois - Bondy","",0,,FFBF00,FFFFFF
DUA8008500092001,DUA850,"T4","Aulnay sous Bois - Gargan","",0,,FFBF00,FFFFFF
DUA8008500090002,DUA850,"T4","Bondy - Aulnay sous Bois","",0,,FFBF00,FFFFFF
DUA8008500090004,DUA850,"T4","Gargan - Aulnay sous Bois","",0,,FFBF00,FFFFFF
